prediction,ground_truth,anls_score,exact_match
clouds,clouds,1.0,True
salad,tomatoes,0.0,False
bed,blanket,0.0,False
downhill,downhill,1.0,True
vans,vans,1.0,True
wine,cherry,0.0,False
cold,cold,1.0,True
on building,on pole,0.0,False
jump,sunglasses,0.0,False
teddy bear,teddy bear,1.0,True
picture,light,0.0,False
skateboard,wall,0.0,False
stop,pine,0.0,False
bench,bench,1.0,True
bike,umbrella,0.0,False
fire hydrant,wall,0.0,False
girl,man,0.0,False
clay,ceramic,0.0,False
stone,stone,1.0,True
female,female,1.0,True
dog,dog,1.0,True
clock,flowers,0.0,False
10,6,0.0,False
round,circle,0.0,False
bear,bear,1.0,True
no one,no one,1.0,True
tennis court,water,0.0,False
microwave,oven,0.0,False
stop sign,ring,0.0,False
west,west,1.0,True
girl,boy,0.0,False
train,train,1.0,True
plane,stairs,0.0,False
japan,japan,1.0,True
cow,cow,1.0,True
7,7,1.0,True
surfboards,surfboards,1.0,True
open,open,1.0,True
horse,horse,1.0,True
pizza,pizza,1.0,True
mountain,mountain,1.0,True
tennis,tennis,1.0,True
fishing,rope,0.0,False
surf,surf,1.0,True
birthday,happy,0.0,False
trees,shirt,0.0,False
sign,bike,0.0,False
spoon,fork,0.0,False
surfboard,surfboard,1.0,True
stop,stop,1.0,True
vase,metal,0.0,False
collar,smile,0.0,False
car,car,1.0,True
camera,owner,0.0,False
cow,cow,1.0,True
pan,pan,1.0,True
palm,palm,1.0,True
broccoli,broccoli,1.0,True
10,8,0.0,False
carrots,wine,0.0,False
krispy kreme,krispy kreme,1.0,True
english,spanish,0.0,False
picture,bed,0.0,False
9,6,0.0,False
english,spanish,0.0,False
7,15,0.0,False
phone,phone,1.0,True
smoke,smoke,1.0,True
stripes,flowers,0.0,False
sedan,sedan,1.0,True
baseball cap,baseball cap,1.0,True
black,black,1.0,True
cabinet,microwave,0.0,False
bike,bike,1.0,True
brick,brick,1.0,True
pants,skateboarder,0.0,False
surfboard,star,0.0,False
wall,picture,0.0,False
scissors,scissors,1.0,True
skateboarding,skateboarding,1.0,True
0,0,1.0,True
stone,stone,1.0,True
road,buildings,0.0,False
apple,apple,1.0,True
7,7,1.0,True
banana,banana,1.0,True
kitchen,kitchen,1.0,True
blue,gold,0.0,False
calm,shallow,0.0,False
cat,butterfly,0.0,False
40,50,0.5,False
zebras,zebra,0.8333333333333334,False
umbrella,umbrella,1.0,True
train,train,1.0,True
many,4,0.0,False
stop,stop,1.0,True
blue,green,0.0,False
one way,city,0.0,False
12,35,0.0,False
frisbee,frisbee,1.0,True
hat,hat,1.0,True
luggage,luggage,1.0,True
1,0,0.0,False
wine,woman,0.0,False
right,right,1.0,True
silver,silver,1.0,True
floor,floor,1.0,True
floral,orange and white,0.0,False
behind fence,building,0.0,False
playing tennis,sitting,0.0,False
ball,glove,0.0,False
bench,gravel,0.0,False
2,1,0.0,False
afternoon,afternoon,1.0,True
main,stop sign,0.0,False
on table,nowhere,0.0,False
3,2,0.0,False
glove,tongue,0.0,False
phone,phone,1.0,True
kitchen,light,0.0,False
building,flag,0.0,False
cat,fish,0.0,False
down,down,1.0,True
happy,happy,1.0,True
fork,pizza,0.0,False
chocolate,chocolate,1.0,True
cereal,cereal,1.0,True
outside,outside,1.0,True
male,male,1.0,True
tomatoes,olives,0.0,False
glasses,tie,0.0,False
grass,fence,0.0,False
clock,nothing,0.0,False
computer,basketball,0.0,False
warm,cold,0.0,False
hit ball,hit ball,1.0,True
texting,texting,1.0,True
remote,remote,1.0,True
table,plate,0.0,False
living room,living room,1.0,True
skiing,uphill,0.0,False
bus,table,0.0,False
flowers,flowers,1.0,True
sky,square,0.0,False
29,19,0.5,False
roses,lilies,0.0,False
woman,person,0.0,False
truck,van,0.0,False
car,van,0.0,False
left,up,0.0,False
pictures,blinds,0.0,False
tracks,station,0.0,False
pine,oak,0.0,False
concrete,brick,0.0,False
hot dogs,sandwiches,0.0,False
3,4,0.0,False
no one,no one,1.0,True
dunkin donuts,dunkin donuts,1.0,True
female,boys,0.0,False
living room,living room,1.0,True
walking,standing,0.5,False
kite,kite,1.0,True
kitchen,kitchen,1.0,True
donut,donut,1.0,True
9,8,0.0,False
black and white,black,0.0,False
toothbrush,toothbrush,1.0,True
banana,banana,1.0,True
mountain,sky,0.0,False
boat,boat,1.0,True
night,night,1.0,True
bird,bird,1.0,True
nothing,pictures,0.0,False
7,6,0.0,False
cat,cat,1.0,True
8,8,1.0,True
0,15,0.0,False
clock,clock,1.0,True
mustard,mustard,1.0,True
computer,computer,1.0,True
office,office,1.0,True
cake,cake,1.0,True
up,down,0.0,False
phone,phone,1.0,True
raining,raining,1.0,True
lettuce,soup,0.0,False
coca cola,coca cola,1.0,True
car,car,1.0,True
usa,usa,1.0,True
batting,running,0.0,False
laptop,remote,0.0,False
sidewalk,parking lot,0.0,False
skiing,skiing,1.0,True
sink,sink,1.0,True
double decker,double decker,1.0,True
umpire,umpire,1.0,True
9,10,0.0,False
bacon,parsley,0.0,False
grass,sand,0.0,False
grass,sand,0.0,False
playing frisbee,playing frisbee,1.0,True
ferry,ferry,1.0,True
on tracks,nowhere,0.0,False
table,window sill,0.0,False
bathroom,bathroom,1.0,True
poles,flag,0.0,False
snow,mountains,0.0,False
ground,ground,1.0,True
frisbee,frisbee,1.0,True
gothic,gothic,1.0,True
6,15,0.0,False
lettuce,ketchup,0.0,False
cold,winter,0.0,False
bacon,bacon,1.0,True
flying,flying,1.0,True
big ben,big ben,1.0,True
yellow,silver,0.0,False
horse,horse,1.0,True
coffee,bottles,0.0,False
wood,metal,0.0,False
cake,knife,0.0,False
flowers,flowers,1.0,True
branch,tree,0.0,False
broccoli,broccoli,1.0,True
right,net,0.0,False
bike,umbrellas,0.0,False
fork and knife,fork and knife,1.0,True
motorcycle,motorcycles,0.9090909090909091,False
overcast,overcast,1.0,True
plane,trees,0.0,False
0,6,0.0,False
2016,modern,0.0,False
airport,on ground,0.0,False
car,car,1.0,True
tank top,t-shirt,0.0,False
bear,bear,1.0,True
bench,bench,1.0,True
left,left,1.0,True
broccoli,broccoli,1.0,True
wii,wii,1.0,True
bird,bird,1.0,True
0,20,0.5,False
50,40,0.5,False
sand,pier,0.0,False
9,5,0.0,False
baseball field,baseball field,1.0,True
stop,stop,1.0,True
0,8,0.0,False
on plate,on plate,1.0,True
ground,behind fence,0.0,False
van,suv,0.0,False
bench,bench,1.0,True
drinking,drinking,1.0,True
phone,phone,1.0,True
wii,wii,1.0,True
drinking,drinking,1.0,True
10 feet,2 feet,0.7142857142857143,False
straight,straight,1.0,True
sunny,clear,0.0,False
trees,tree,0.8,False
skateboarding,skateboarding,1.0,True
mountains,sun,0.0,False
pizza,pizza,1.0,True
dog,dog,1.0,True
toilet,sitting,0.0,False
grass,grass,1.0,True
grass,grass,1.0,True
7,7,1.0,True
brick,brick,1.0,True
cake,milk,0.0,False
airport,airport,1.0,True
frisbee,hot dog,0.0,False
0,17,0.0,False
7,5,0.0,False
happy,purple,0.0,False
serve,shadow,0.0,False
wii,controller,0.0,False
stop,stop,1.0,True
black and white,gray,0.0,False
birthday,ocean,0.0,False
many,50,0.0,False
cold,cold,1.0,True
outdoors,outdoors,1.0,True
boat,boat,1.0,True
british airways,british airways,1.0,True
tile,tile,1.0,True
surfboards,sitting,0.0,False
bear,bear,1.0,True
grass,grass,1.0,True
snowboarding,snowboarding,1.0,True
black and white,color,0.0,False
in bowl,on counter,0.0,False
horses,horses,1.0,True
round,round,1.0,True
t,strawberry,0.0,False
walking,walking,1.0,True
decoration,face,0.0,False
trailer,garbage,0.0,False
wood,tile,0.0,False
12,20,0.0,False
wii,wii,1.0,True
wii,wii,1.0,True
wii,wii,1.0,True
ice cream,donuts,0.0,False
hat,hat,1.0,True
lunch,lunch,1.0,True
real,real,1.0,True
tree,dog,0.0,False
sunny,overcast,0.0,False
carrots,rice,0.0,False
right,stop,0.0,False
cheese,parsley,0.0,False
dugout,dugout,1.0,True
9,9,1.0,True
grass,water,0.0,False
kite,kites,0.8,False
frisbee,frisbee,1.0,True
10 feet,2 feet,0.7142857142857143,False
rectangle,rectangle,1.0,True
train,train,1.0,True
smiling,smiling,1.0,True
green and yellow,green,0.0,False
bathroom,bathroom,1.0,True
bathroom,bathroom,1.0,True
2,2,1.0,True
ham,bacon,0.0,False
clean,clean,1.0,True
tennis,backhand,0.0,False
elephant,elephant,1.0,True
female,female,1.0,True
umbrella,man,0.0,False
bird,bird,1.0,True
pizza,dinner,0.0,False
outside,woods,0.0,False
ponytail,ponytail,1.0,True
giraffe,giraffe,1.0,True
silver,silver,1.0,True
plate,plate,1.0,True
lettuce,spinach,0.0,False
sand,ocean,0.0,False
grass,lake,0.0,False
standing,laying down,0.0,False
on,off,0.0,False
phone,phone,1.0,True
table,table,1.0,True
beach,beach,1.0,True
trash,trash,1.0,True
magnets,nothing,0.0,False
airport,airport,1.0,True
many,many,1.0,True
standing,grazing,0.5,False
9,9,1.0,True
woman,no one,0.0,False
seagull,eagle,0.5714285714285714,False
food,ketchup,0.0,False
umbrella,umbrella,1.0,True
electricity,steam,0.0,False
plane,camera,0.0,False
1,8,0.0,False
basketball,basketball,1.0,True
down,down,1.0,True
birds,toys,0.0,False
brick,curtains,0.0,False
summer,fall,0.0,False
camera,mirror,0.0,False
plant,flowers,0.0,False
batting,batting,1.0,True
orange,orange,1.0,True
london,new york,0.0,False
graffiti,graffiti,1.0,True
kite,kite,1.0,True
kitten,kitten,1.0,True
surfing,surfing,1.0,True
wii remote,wii remote,1.0,True
rainy,rainy,1.0,True
summer,summer,1.0,True
bow tie,bow,0.0,False
street,street,1.0,True
wii remote,wii remote,1.0,True
cat,cat,1.0,True
palm,maple,0.0,False
skiing,skiing,1.0,True
food,food,1.0,True
airport,airport,1.0,True
silver,silver,1.0,True
horse,horse,1.0,True
12,many,0.0,False
surfing,surfing,1.0,True
baseball,baseball,1.0,True
double decker,double decker,1.0,True
yellow and blue,blue and white,0.0,False
playing wii,playing wii,1.0,True
dock,stairs,0.0,False
stop,stop,1.0,True
baseball,baseball,1.0,True
smiling,standing,0.5,False
living room,living room,1.0,True
surfboard,water,0.0,False
kitchen,kitchen,1.0,True
electricity,electricity,1.0,True
books,dog,0.0,False
winter,winter,1.0,True
usa,usa,1.0,True
afternoon,afternoon,1.0,True
flowers,hello kitty,0.0,False
school,street,0.0,False
pillow,lamp,0.0,False
hat,sunglasses,0.0,False
oranges,watermelon,0.0,False
9,4,0.0,False
hat,sunglasses,0.0,False
downhill,up,0.0,False
12,3,0.0,False
usa,usa,1.0,True
0,15,0.0,False
laptop,gloves,0.0,False
13,55,0.0,False
beer,sandwich,0.0,False
donut,donut,1.0,True
towel,cups,0.0,False
flowers,flowers,1.0,True
apple,banana,0.0,False
blue and white,blue and white,1.0,True
small,small,1.0,True
cook,dinner,0.0,False
ski poles,sitting,0.0,False
brick,tile,0.0,False
wine,toast,0.0,False
hat,backpack,0.0,False
9,4,0.0,False
horse,horse,1.0,True
10,5,0.0,False
zebra,zebra,1.0,True
airport,ground,0.0,False
white,silver,0.0,False
hat,face,0.0,False
yellow,blue,0.0,False
10,100,0.6666666666666667,False
usa,usa,1.0,True
trees,woman,0.0,False
outside,indoors,0.0,False
wine,wine,1.0,True
closed,up,0.0,False
runway,runway,1.0,True
bed,box,0.0,False
main,main,1.0,True
flowers,art,0.0,False
living room,living room,1.0,True
elephants,elephants,1.0,True
hat,necklace,0.0,False
cloudy,overcast,0.0,False
emirates,emirates,1.0,True
summer,spring,0.0,False
milk,coffee,0.0,False
dinner,meat,0.0,False
on counter,counter,0.7,False
1,1,1.0,True
kitchen,kitchen,1.0,True
fast,fast,1.0,True
magnets,cereal,0.0,False
tag,face,0.0,False
tennis racket,tennis racket,1.0,True
sheep,sheep,1.0,True
3,3,1.0,True
pizza,pizza,1.0,True
pink,black,0.0,False
black and white,black,0.0,False
ocean,ocean,1.0,True
nothing,zebra,0.0,False
wii,wii,1.0,True
bread,bread,1.0,True
ball,ball,1.0,True
refrigerator,refrigerator,1.0,True
male,male,1.0,True
beach,beach,1.0,True
phone,woman,0.0,False
woman,right,0.0,False
man,surfer,0.0,False
guitar,bike,0.0,False
pink,pink,1.0,True
many,8,0.0,False
kite,kite,1.0,True
grass,grass,1.0,True
no one,no one,1.0,True
playing wii,playing wii,1.0,True
frisbee,frisbee,1.0,True
silver,silver,1.0,True
brown,brown,1.0,True
purple,purple,1.0,True
black and white,brown and white,0.7333333333333334,False
surfboard,surfboard,1.0,True
leaves,leaves,1.0,True
on table,stove,0.0,False
orange,yellow,0.0,False
playing frisbee,playing frisbee,1.0,True
woman,man,0.6,False
50,30,0.5,False
12,75,0.0,False
left,right,0.0,False
elephant,elephant,1.0,True
bird,bird,1.0,True
frisbee,frisbee,1.0,True
business,business,1.0,True
trees,trees,1.0,True
cat,blanket,0.0,False
playing wii,playing wii,1.0,True
evening,noon,0.0,False
skiing,skiing,1.0,True
dog,dog,1.0,True
silver,red,0.0,False
bed,bed,1.0,True
bear,bear,1.0,True
kite,kite,1.0,True
laptop,picture,0.0,False
grass,field,0.0,False
tile,tile,1.0,True
dirt,dirt,1.0,True
slow,slow,1.0,True
fire,church,0.0,False
pizza cutter,knife,0.0,False
skis,snowboard,0.0,False
rainbow,rainbow,1.0,True
night,night,1.0,True
ski poles,rope,0.0,False
afternoon,noon,0.0,False
setting,down,0.0,False
jeans,jeans,1.0,True
park,outside,0.0,False
skateboarding,skateboarding,1.0,True
tennis racket,tennis racket,1.0,True
on table,lap,0.0,False
cold,snow,0.0,False
flying kites,flying kites,1.0,True
wii,wii,1.0,True
flying kite,kite flying,0.0,False
gray,red and white,0.0,False
coffee,orange juice,0.0,False
on table,mouth,0.0,False
one on right,middle,0.0,False
dock,ferry,0.0,False
tv,television,0.0,False
camera,game,0.5,False
umbrella,chairs,0.0,False
on table,on desk,0.0,False
night,night,1.0,True
water,sun,0.0,False
black and white,blue and white,0.8,False
pink,rainbow,0.0,False
12,16,0.5,False
remote,paper,0.0,False
brick,brick,1.0,True
grass,ground,0.0,False
0,1,0.0,False
sink,sink,1.0,True
couch,chair,0.0,False
wii,wii,1.0,True
no one,kids,0.0,False
snow,snow,1.0,True
red,tan,0.0,False
frisbee,frisbee,1.0,True
parking,p,0.0,False
curly,curly,1.0,True
dinner,dinner,1.0,True
kitchen,kitchen,1.0,True
playing frisbee,playing frisbee,1.0,True
pizza,bread,0.0,False
warm,warm,1.0,True
12,lot,0.0,False
9,lot,0.0,False
p,m,0.0,False
rain,wires,0.0,False
blue,blue,1.0,True
books,books,1.0,True
apples,apples,1.0,True
snow,snow,1.0,True
bowl,apple,0.0,False
9,15,0.0,False
chocolate,strawberry,0.0,False
water skiing,skiing,0.5,False
playing frisbee,catching frisbee,0.6875,False
4,2,0.0,False
bananas,orange juice,0.0,False
carrots,onions,0.0,False
roman,regular,0.0,False
blue,green,0.0,False
stripes,polka dot,0.0,False
safety,safety,1.0,True
9,20,0.0,False
woman,man on left,0.0,False
clock tower,clock tower,1.0,True
ford,ford,1.0,True
3,5,0.0,False
zebras,zebras,1.0,True
20,30,0.5,False
seagulls,seagulls,1.0,True
walking,train,0.0,False
yellow,yellow,1.0,True
wii,wii,1.0,True
playing wii,playing wii,1.0,True
0,3,0.0,False
donuts,bread,0.0,False
living room,living room,1.0,True
bed,dog,0.0,False
drinking,smiling,0.5,False
couch,couch,1.0,True
police,police,1.0,True
tile,tile,1.0,True
nothing,flag,0.0,False
chair,ground,0.0,False
cow,cow,1.0,True
picture,light,0.0,False
red and white,yellow,0.0,False
on building,building,0.7272727272727273,False
gray,blue,0.0,False
bench,bench,1.0,True
grass,elephant,0.0,False
plate,plate,1.0,True
skateboard,trash can,0.0,False
snow,rocks,0.0,False
cold,cold,1.0,True
bmw,bmw,1.0,True
pine,pine,1.0,True
sand,boat,0.0,False
frisbee,shoes,0.0,False
broccoli,broccoli,1.0,True
private,private,1.0,True
milk,milk,1.0,True
mountain,snow,0.0,False
sunglasses,headband,0.0,False
blanket,nothing,0.0,False
fedora,christmas,0.0,False
breakfast,breakfast,1.0,True
sleeping,sleeping,1.0,True
hot dog,fork,0.0,False
2,2,1.0,True
parking,downtown,0.0,False
open,open,1.0,True
dog,dog,1.0,True
sneakers,boots,0.0,False
floor,microwave,0.0,False
lab,lab,1.0,True
zoo,field,0.0,False
giraffe,giraffe,1.0,True
bear,bear,1.0,True
3 feet,10,0.0,False
13,9,0.0,False
birds,birds,1.0,True
pink,pink,1.0,True
black,striped,0.0,False
canada,canada,1.0,True
plant,flowers,0.0,False
concrete,gravel,0.0,False
0,0,1.0,True
sheep,sheep,1.0,True
giraffes,giraffes,1.0,True
male,male,1.0,True
playing frisbee,running,0.0,False
harley davidson,honda,0.0,False
sheep,sheep,1.0,True
ball,tennis ball,0.0,False
soft,wet,0.0,False
cloudy,sunny,0.0,False
food,shadows,0.0,False
front,front,1.0,True
white,gold,0.0,False
fruit,oranges,0.0,False
wii,wii,1.0,True
wedding,wedding,1.0,True
kitchen,kitchen,1.0,True
stop,eyes,0.0,False
car,car,1.0,True
baseball,baseball,1.0,True
20,4,0.0,False
glove,glove,1.0,True
beach,sand,0.0,False
nike,polo,0.0,False
english,english,1.0,True
eating,eat,0.5,False
no one,no one,1.0,True
laptop,computer,0.0,False
table,table,1.0,True
pitching,pitching,1.0,True
uphill,uphill,1.0,True
elephant,elephant,1.0,True
red and white,pink,0.0,False
0,20,0.5,False
tie,lamp,0.0,False
no parking,restaurant,0.0,False
grass,rocks,0.0,False
plaid,striped,0.0,False
pink,purple,0.0,False
skis,mountain,0.0,False
mouse,peppers,0.0,False
surfing,surfing,1.0,True
delta,delta,1.0,True
cake,knife,0.0,False
bench,bench,1.0,True
pitbull,lab,0.0,False
train,stars,0.0,False
bed,bed,1.0,True
concrete,concrete,1.0,True
old,10,0.0,False
coca cola,coca cola,1.0,True
grass,ground,0.0,False
polar bear,ball,0.0,False
pink,purple,0.0,False
sink,light,0.0,False
table,surfboard,0.0,False
shower,sink,0.0,False
apple,ball,0.0,False
open,closed,0.0,False
fire hydrant,truck,0.0,False
left,above,0.0,False
tree,bike,0.0,False
water,nothing,0.0,False
many,many,1.0,True
identification,identification,1.0,True
wine glass,glass,0.5,False
north,north,1.0,True
0,10,0.5,False
eating,eating,1.0,True
tree,camera,0.0,False
suitcase,suitcase,1.0,True
catcher,catcher,1.0,True
road,building,0.0,False
left,right,0.0,False
short,ponytail,0.0,False
teddy bear,heart,0.0,False
0,3,0.0,False
bird,bird,1.0,True
one way,one way,1.0,True
flowers,tractor,0.0,False
soccer,soccer,1.0,True
vanilla,vanilla,1.0,True
big ben,big ben,1.0,True
cook,good,0.5,False
plane,plane,1.0,True
tile,tile,1.0,True
airplane,airplane,1.0,True
brown and white,brown,0.0,False
cake,cake,1.0,True
tennis racket,tennis racket,1.0,True
plastic,paper,0.0,False
snow,snow,1.0,True
9,20,0.0,False
6,30,0.0,False
left,both,0.0,False
tree,bear,0.0,False
train station,field,0.0,False
male,male,1.0,True
bear,bear,1.0,True
brick,door,0.0,False
outside,restaurant,0.0,False
0,2,0.0,False
white,beige,0.0,False
0,4,0.0,False
skateboard,skateboard,1.0,True
laptop,chair,0.0,False
broccoli,broccoli,1.0,True
zoo,zoo,1.0,True
beer,beer,1.0,True
lettuce,lettuce,1.0,True
computer,standing,0.0,False
orange,blue,0.0,False
5,4,0.0,False
wii controllers,wii controllers,1.0,True
6,12,0.0,False
zoo,forest,0.0,False
open,open,1.0,True
delta,delta,1.0,True
restaurant,mexican,0.0,False
cat,clock,0.0,False
bear,bears,0.8,False
skiing,skiing,1.0,True
10,lot,0.0,False
spoon,spoon,1.0,True
teddy bear,stuffed animal,0.0,False
wood,marble,0.0,False
hat,hat,1.0,True
down,down,1.0,True
apples,apples,1.0,True
female,female,1.0,True
cloudy,cloudy,1.0,True
blue,red and green,0.0,False
sand,sun,0.5,False
dog,dog,1.0,True
black and white,calico,0.0,False
kitchen,dining room,0.0,False
stop,stop,1.0,True
happy,happy,1.0,True
broccoli,chicken,0.0,False
walking,smiling,0.0,False
car,car,1.0,True
office,home,0.0,False
eating,eating,1.0,True
truck,truck,1.0,True
kite,kite,1.0,True
reading,typing,0.0,False
cloudy,sunny,0.0,False
bike,carpet,0.0,False
kite,grass,0.0,False
skiing,skiing,1.0,True
coffee,coffee,1.0,True
standing,train,0.0,False
bike,bike,1.0,True
background,wild,0.0,False
green,green,1.0,True
refrigerator,wall,0.0,False
snow,snow,1.0,True
brushing teeth,playing,0.0,False
10,0,0.5,False
bridge,building,0.0,False
brown and white,brown,0.0,False
tennis court,parking lot,0.0,False
skateboarder,blurry,0.0,False
graffiti,stairs,0.0,False
hot dog,hot dog,1.0,True
hot dog,hot dog,1.0,True
skateboarding,skateboarding,1.0,True
round,square,0.0,False
outside,outside,1.0,True
left,right,0.0,False
full,empty,0.0,False
many,1,0.0,False
office,office,1.0,True
fork,phone,0.0,False
luggage,train,0.0,False
usa,usa,1.0,True
rose,flower,0.0,False
horses,horses,1.0,True
plastic,plastic,1.0,True
windows,windows,1.0,True
reading,reading,1.0,True
watching tv,watching tv,1.0,True
surfing,surfing,1.0,True
9,20,0.0,False
frisbee,frisbee,1.0,True
kites,kite,0.8,False
downhill,downhill,1.0,True
tomato,strawberry,0.0,False
zebra,zebra,1.0,True
stop,stop,1.0,True
many,20,0.0,False
motorcycle,motorcycle,1.0,True
wine glass,wine glass,1.0,True
trees,sunlight,0.0,False
surfing,surfing,1.0,True
asian,american,0.5,False
apple,apple,1.0,True
london,london,1.0,True
asphalt,gravel,0.0,False
0,3,0.0,False
sunglasses,bib,0.0,False
red and white,black and yellow,0.0,False
9,7,0.0,False
eating,eating,1.0,True
ground,ground,1.0,True
open,inside,0.0,False
snow,snow,1.0,True
magnets,tv,0.0,False
breakfast,breakfast,1.0,True
main,b,0.0,False
yellow,yellow,1.0,True
giraffe,giraffe,1.0,True
baseball,baseball,1.0,True
living room,living room,1.0,True
tie,tie,1.0,True
american,asian,0.5,False
bat,bat,1.0,True
soccer,soccer,1.0,True
kite,city,0.5,False
wedding,wedding,1.0,True
kite,kite,1.0,True
both,women,0.0,False
blue,gray,0.0,False
snow,ski lift,0.0,False
milk,smoothie,0.0,False
wind,10,0.0,False
water,beer,0.0,False
branch,ground,0.0,False
right,east,0.0,False
brown,brown,1.0,True
restaurant,pizza,0.0,False
blue and white,blue,0.0,False
cloth,stripes,0.0,False
bear,tree,0.0,False
kite,kite,1.0,True
on wall,top,0.0,False
eating,walking,0.5714285714285714,False
camera,ball,0.0,False
sunny,sunny,1.0,True
baseball,baseball,1.0,True
grass,grass,1.0,True
rope,rope,1.0,True
blonde,blonde,1.0,True
gray and white,gray,0.0,False
wii,wii,1.0,True
left,left,1.0,True
grass,trees,0.0,False
silver,purple,0.0,False
luggage,luggage,1.0,True
round,triangle,0.0,False
woman,no one,0.0,False
baseball,baseball,1.0,True
tan,tan,1.0,True
gray,tan,0.0,False
skiing,skiing,1.0,True
flying,flying,1.0,True
left,right,0.0,False
tomatoes,cheese,0.0,False
red,red and green,0.0,False
right,right,1.0,True
left,straight,0.0,False
zoo,zoo,1.0,True
pigeon,pigeon,1.0,True
wall,storage,0.0,False
smoke,airplane,0.0,False
bird,bird,1.0,True
bananas,decoration,0.0,False
summer,fall,0.0,False
skateboarding,skateboarding,1.0,True
sunny,sunny,1.0,True
pink,purple,0.0,False
large,medium,0.0,False
sitting,sitting,1.0,True
grass,grass,1.0,True
pepperoni,pepperoni,1.0,True
many,13,0.0,False
london,london,1.0,True
cow,tree,0.0,False
terrier,pug,0.0,False
towards,moving,0.0,False
surfboard,surfboard,1.0,True
cake,cake,1.0,True
sand,sand,1.0,True
talking,standing,0.625,False
air france,air france,1.0,True
snowboarding,skiing,0.0,False
black and white,red,0.0,False
clouds,clouds,1.0,True
laptop,apple,0.0,False
broccoli,broccoli,1.0,True
oak,oak,1.0,True
laptop,laptop,1.0,True
yellow and blue,red,0.0,False
bears,fun,0.0,False
black and white,brown,0.0,False
computer,words,0.0,False
3,7,0.0,False
dirt,elephant,0.0,False
phone,cell phones,0.0,False
giraffes,giraffe,0.875,False
broccoli,broccoli,1.0,True
woman,men,0.0,False
playing baseball,playing baseball,1.0,True
flying kite,flying kite,1.0,True
soap,soap,1.0,True
car,cars,0.75,False
apron,apron,1.0,True
dell,sony,0.0,False
visor,headband,0.0,False
background,hydrant,0.0,False
lab,golden retriever,0.0,False
motorcycle,motorcycle,1.0,True
snow,smoke,0.0,False
kite,kite,1.0,True
down,up,0.0,False
goggles,backpack,0.0,False
orange,orange,1.0,True
apple,dell,0.0,False
9,7,0.0,False
b,b,1.0,True
short,short,1.0,True
8,6,0.0,False
left,one on right,0.0,False
vase,flowers,0.0,False
skiing,skiing,1.0,True
out,out,1.0,True
frisbee,frisbee,1.0,True
blonde,blonde,1.0,True
house,house,1.0,True
0,2,0.0,False
silver,silver,1.0,True
on,blurry,0.0,False
computer,computer,1.0,True
towel,towel,1.0,True
usa,usa,1.0,True
pan,box,0.0,False
10,7,0.0,False
fruit,fruit,1.0,True
sunny,cloudy,0.0,False
red,black and red,0.0,False
7,10,0.0,False
stop,stop sign,0.0,False
umbrellas,rain,0.0,False
advertisement,advertisement,1.0,True
9,11,0.0,False
broccoli,broccoli,1.0,True
water,elephant,0.0,False
cleaning,nothing,0.0,False
skateboard,skateboard,1.0,True
13,23,0.5,False
tulips,daisy,0.0,False
12,8,0.0,False
london,background,0.0,False
half,free,0.0,False
balance,safety,0.0,False
beer,beer,1.0,True
dog,bear,0.0,False
mountain,mountain,1.0,True
sand,wire,0.0,False
cows,cows,1.0,True
afternoon,noon,0.0,False
ice cream,ice cream,1.0,True
girl,girl,1.0,True
baseball,baseball,1.0,True
table,spoon,0.0,False
sneakers,tennis shoes,0.0,False
dell,dell,1.0,True
bird,fence,0.0,False
flowers,flower,0.8571428571428572,False
stuffed animals,stuffed animals,1.0,True
donut,donut,1.0,True
soccer ball,soccer ball,1.0,True
street,ground,0.0,False
playing frisbee,playing frisbee,1.0,True
white and red,yellow,0.0,False
playing tennis,tennis,0.0,False
floral,plastic,0.0,False
suit,bow tie,0.0,False
on table,shelf,0.0,False
orange,floral,0.0,False
camera,tv,0.0,False
birds,birds,1.0,True
female,male,0.6666666666666667,False
down,up,0.0,False
hot dogs,pizza,0.0,False
fries,salad,0.0,False
stainless steel,granite,0.0,False
blue and red,blue and red,1.0,True
1,6,0.0,False
snowboarding,snowboarding,1.0,True
giraffe,giraffe,1.0,True
9,12,0.0,False
skateboards,skateboards,1.0,True
camera,camera,1.0,True
hat,hat,1.0,True
phone,pen,0.0,False
plate,chicken,0.0,False
palm,palm,1.0,True
purple,purple,1.0,True
light,door,0.0,False
electric,gas,0.0,False
main,park,0.0,False
rose,rose,1.0,True
plate,on plate,0.625,False
chinese,japanese,0.5,False
banana,banana,1.0,True
plane,gas,0.0,False
clear,blue,0.0,False
cake,cake,1.0,True
black and white,black and white,1.0,True
wool,wool,1.0,True
blinds,blinds,1.0,True
bathroom,bathroom,1.0,True
0,11,0.0,False
woman,man on right,0.0,False
laptop,tv,0.0,False
many,9,0.0,False
black and white,black and white,1.0,True
bedroom,bedroom,1.0,True
0,28,0.0,False
umbrella,rain,0.0,False
beach,beach,1.0,True
truck,truck,1.0,True
boat,boat,1.0,True
tv,clock,0.0,False
sink,sink,1.0,True
inside,messy,0.0,False
brown,brown,1.0,True
grass,grass,1.0,True
eating,eating,1.0,True
grass,cows,0.0,False
floor,ground,0.0,False
computer,computer,1.0,True
glass,plastic,0.0,False
standing,eating,0.5,False
down,up,0.0,False
wood,wood,1.0,True
10,11,0.5,False
catcher,net,0.0,False
tulips,daisies,0.0,False
