image_id,question_id,question,answer,image_path
70161,70161003,What is the player in the back doing?,catching,images/COCO_train2014_000000070161.jpg
277790,277790002,What kind of station is this?,military,images/COCO_train2014_000000277790.jpg
523919,523919005,What is the glass sitting on?,napkin,images/COCO_train2014_000000523919.jpg
322203,322203000,What material is the sofa made of?,leather,images/COCO_train2014_000000322203.jpg
266010,266010001,What is the red tool being used?,scissors,images/COCO_train2014_000000266010.jpg
334121,334121002,Where is the top sign?,parking lot,images/COCO_train2014_000000334121.jpg
374561,374561001,What color tiles are on the floor?,black and white,images/COCO_train2014_000000374561.jpg
171026,171026005,How old do you think this dog is?,6,images/COCO_train2014_000000171026.jpg
572168,572168008,What is the weather like?,sunny,images/COCO_train2014_000000572168.jpg
176729,176729002,What is in the mirror in the distance?,car,images/COCO_train2014_000000176729.jpg
476785,476785000,What color is the shirt of the woman?,red,images/COCO_train2014_000000476785.jpg
574211,574211007,What year was the photo taken?,2000,images/COCO_train2014_000000574211.jpg
451667,451667005,What is the purpose of the object in the foreground?,trash can,images/COCO_train2014_000000451667.jpg
393428,393428001,What color is the table?,brown,images/COCO_train2014_000000393428.jpg
302433,302433001,What kind of TV does the man have his head in?,fake,images/COCO_train2014_000000302433.jpg
293233,293233003,What number is the batter?,12,images/COCO_train2014_000000293233.jpg
242472,242472000,What is the make of the bike?,harley,images/COCO_train2014_000000242472.jpg
84396,84396004,What is in the child's mouth?,food,images/COCO_train2014_000000084396.jpg
404812,404812001,What color is the couch?,black,images/COCO_train2014_000000404812.jpg
224505,224505000,What is the brunette drinking?,beer,images/COCO_train2014_000000224505.jpg
267691,267691000,Where was this picture taken?,beach,images/COCO_train2014_000000267691.jpg
357750,357750000,How many bricks are there?,100,images/COCO_train2014_000000357750.jpg
24712,24712001,What year was this photo taken?,2012,images/COCO_train2014_000000024712.jpg
425201,425201002,What fruit is in the container?,banana,images/COCO_train2014_000000425201.jpg
76627,76627001,What are the prominent colors in this photo?,black and white,images/COCO_train2014_000000076627.jpg
332072,332072001,What can be seen out the window?,trees,images/COCO_train2014_000000332072.jpg
150773,150773000,What is the woman riding?,surfboard,images/COCO_train2014_000000150773.jpg
484714,484714011,Where is he?,ocean,images/COCO_train2014_000000484714.jpg
131509,131509002,What are the animals in the pictures in the background?,bears,images/COCO_train2014_000000131509.jpg
151581,151581002,What animal is this?,dog,images/COCO_train2014_000000151581.jpg
147392,147392007,What type of animal is in this image?,cat,images/COCO_train2014_000000147392.jpg
532769,532769011,What is in the dog's mouth?,ball,images/COCO_train2014_000000532769.jpg
197827,197827006,What is the fence covered with?,plastic,images/COCO_train2014_000000197827.jpg
370805,370805002,Where is this?,school,images/COCO_train2014_000000370805.jpg
320667,320667024,What color are the pots?,silver,images/COCO_train2014_000000320667.jpg
261532,261532001,What are the people on the bench doing?,laying down,images/COCO_train2014_000000261532.jpg
522054,522054028,What activity is this person engaging in?,snowboarding,images/COCO_train2014_000000522054.jpg
53369,53369000,What color is the grass?,green,images/COCO_train2014_000000053369.jpg
536087,536087000,What team does the pitcher play for?,giants,images/COCO_train2014_000000536087.jpg
76589,76589002,What is the container holding the vases made of?,glass,images/COCO_train2014_000000076589.jpg
435620,435620001,Which meal is this?,breakfast,images/COCO_train2014_000000435620.jpg
107747,107747028,What material is the tower made of?,stone,images/COCO_train2014_000000107747.jpg
25425,25425002,What tool is in his left hand?,fork,images/COCO_train2014_000000025425.jpg
355270,355270006,What is the red item for?,art,images/COCO_train2014_000000355270.jpg
459006,459006002,Is the athlete skiing or snowboarding?,neither,images/COCO_train2014_000000459006.jpg
151959,151959000,What is the green thing?,football,images/COCO_train2014_000000151959.jpg
208000,208000000,What color is the woman's hair?,blonde,images/COCO_train2014_000000208000.jpg
396266,396266000,How many people are on the bed?,0,images/COCO_train2014_000000396266.jpg
541472,541472000,Which of these fruits provides the most vitamin C?,apple,images/COCO_train2014_000000541472.jpg
580344,580344002,What is in the glass?,beer,images/COCO_train2014_000000580344.jpg
235670,235670000,What are the people crossing?,street,images/COCO_train2014_000000235670.jpg
86654,86654000,What is the color of the tablecloth?,tan,images/COCO_train2014_000000086654.jpg
400940,400940004,What color is the traffic light?,green,images/COCO_train2014_000000400940.jpg
172475,172475002,What are they sitting on?,sidewalk,images/COCO_train2014_000000172475.jpg
565767,565767001,What is the child doing?,snowboarding,images/COCO_train2014_000000565767.jpg
357059,357059003,What kind of room is this?,bedroom,images/COCO_train2014_000000357059.jpg
553043,553043011,What mode of transportation is this?,bus,images/COCO_train2014_000000553043.jpg
251082,251082000,What is sitting on the toilet?,pastries,images/COCO_train2014_000000251082.jpg
568087,568087002,How many animals?,8,images/COCO_train2014_000000568087.jpg
336330,336330003,Is the sun rising or setting?,setting,images/COCO_train2014_000000336330.jpg
201903,201903001,What is the made of the truck?,metal,images/COCO_train2014_000000201903.jpg
138387,138387001,What cola brand is on the glasses?,coca cola,images/COCO_train2014_000000138387.jpg
135759,135759000,What food is on the plate with the spoon?,potatoes,images/COCO_train2014_000000135759.jpg
282957,282957007,Who is in the photo?,animals,images/COCO_train2014_000000282957.jpg
7758,7758000,What is spraying behind the men sitting down?,dirt,images/COCO_train2014_000000007758.jpg
182474,182474009,What is on the pizza?,cheese,images/COCO_train2014_000000182474.jpg
210591,210591000,What is the red object behind the animal s?,horse,images/COCO_train2014_000000210591.jpg
231668,231668002,How many cows are in the background?,13,images/COCO_train2014_000000231668.jpg
465198,465198000,What is the player attempting to hit with racket?,tennis ball,images/COCO_train2014_000000465198.jpg
183398,183398009,Which room is this?,kitchen,images/COCO_train2014_000000183398.jpg
270025,270025002,What is the window made of?,glass,images/COCO_train2014_000000270025.jpg
125184,125184005,What type of tree is shown?,oak,images/COCO_train2014_000000125184.jpg
343992,343992001,Where is the cow?,in water,images/COCO_train2014_000000343992.jpg
35343,35343000,What is the man doing?,surfing,images/COCO_train2014_000000035343.jpg
348331,348331002,What is the circular structure on the left?,building,images/COCO_train2014_000000348331.jpg
39360,39360001,How many fingers do you see?,11,images/COCO_train2014_000000039360.jpg
466070,466070008,What kind of boat is in the left background area?,sailboat,images/COCO_train2014_000000466070.jpg
30585,30585010,What color is the truck?,orange,images/COCO_train2014_000000030585.jpg
435026,435026002,What word is on each of the bear's feet?,love,images/COCO_train2014_000000435026.jpg
498045,498045012,What is the man holding?,hot dog,images/COCO_train2014_000000498045.jpg
123127,123127002,What color are the lines on the train platform?,white,images/COCO_train2014_000000123127.jpg
340876,340876000,What kind of animals are in the picture?,cows,images/COCO_train2014_000000340876.jpg
457660,457660003,What kind of drink is that?,coffee,images/COCO_train2014_000000457660.jpg
177860,177860001,What is on the ground?,snow,images/COCO_train2014_000000177860.jpg
392474,392474001,What kind of glasses is this man wearing?,sunglasses,images/COCO_train2014_000000392474.jpg
482588,482588008,What is the vehicle  he is on called?,scooter,images/COCO_train2014_000000482588.jpg
574812,574812001,What size mattresses are the beds?,twin,images/COCO_train2014_000000574812.jpg
407413,407413001,Where is the microwave placed?,on counter,images/COCO_train2014_000000407413.jpg
433826,433826004,What time of day was this picture taken?,dusk,images/COCO_train2014_000000433826.jpg
194848,194848001,What does the sofa appear to be blocking?,door,images/COCO_train2014_000000194848.jpg
168179,168179003,What animals are in the picture?,elephants,images/COCO_train2014_000000168179.jpg
162200,162200002,What is the container made of?,cardboard,images/COCO_train2014_000000162200.jpg
379357,379357002,What beverage is in the green bottle?,beer,images/COCO_train2014_000000379357.jpg
109423,109423045,What is the lady baking?,potatoes,images/COCO_train2014_000000109423.jpg
354012,354012004,How many candles?,12,images/COCO_train2014_000000354012.jpg
129510,129510000,What brand of shoes is the man in the yellow hat wearing?,nike,images/COCO_train2014_000000129510.jpg
498969,498969017,What season is this photo taken?,summer,images/COCO_train2014_000000498969.jpg
30175,30175003,What image is on the left of that Green Street sign?,mountain,images/COCO_train2014_000000030175.jpg
91587,91587001,What are the animals?,bears,images/COCO_train2014_000000091587.jpg
106902,106902005,What provides heat for the stove top:  electricity or natural gas?,electricity,images/COCO_train2014_000000106902.jpg
250026,250026009,How many people are in the picture?,50,images/COCO_train2014_000000250026.jpg
525529,525529001,What is the plate sitting on?,table,images/COCO_train2014_000000525529.jpg
293090,293090003,What is the person holding?,ski poles,images/COCO_train2014_000000293090.jpg
208829,208829002,What kind of clothing are the individuals in this picture wearing?,wetsuit,images/COCO_train2014_000000208829.jpg
369204,369204001,What is above the man?,umbrella,images/COCO_train2014_000000369204.jpg
284529,284529031,What type of vegetable is on the dish?,lettuce,images/COCO_train2014_000000284529.jpg
480787,480787014,What season is it?,summer,images/COCO_train2014_000000480787.jpg
294160,294160003,What is the zebra eating?,grass,images/COCO_train2014_000000294160.jpg
486018,486018001,What is on top of the fridge?,cat,images/COCO_train2014_000000486018.jpg
146786,146786000,What sign is this?,stop,images/COCO_train2014_000000146786.jpg
191717,191717002,How many light bulbs are on in the picture?,8,images/COCO_train2014_000000191717.jpg
16123,16123003,Who has a striped shirt?,man,images/COCO_train2014_000000016123.jpg
301749,301749002,Where would a dog stereo typically pee in this photo?,hydrant,images/COCO_train2014_000000301749.jpg
181682,181682000,What is he holding?,tennis racket,images/COCO_train2014_000000181682.jpg
183233,183233012,What is being generated by the poles?,light,images/COCO_train2014_000000183233.jpg
424218,424218005,What is in the box?,apples,images/COCO_train2014_000000424218.jpg
304603,304603003,What would be kept in the gray box with a wire door?,dog,images/COCO_train2014_000000304603.jpg
320804,320804003,Where is the blue plate?,on table,images/COCO_train2014_000000320804.jpg
393029,393029004,What material is the building made out of?,brick,images/COCO_train2014_000000393029.jpg
209745,209745000,How strands of cheese are on the pizza?,many,images/COCO_train2014_000000209745.jpg
475318,475318001,What is the meat?,beef,images/COCO_train2014_000000475318.jpg
216921,216921002,Where is the bus in the picture?,bus stop,images/COCO_train2014_000000216921.jpg
444409,444409009,What brand is the computer?,dell,images/COCO_train2014_000000444409.jpg
109102,109102000,What is covering the ground?,snow,images/COCO_train2014_000000109102.jpg
581667,581667007,Is the guy with the hat on the left or right?,left,images/COCO_train2014_000000581667.jpg
118422,118422008,Where are the apples being placed?,basket,images/COCO_train2014_000000118422.jpg
306207,306207001,Which way is parking?,to right,images/COCO_train2014_000000306207.jpg
424091,424091014,What city is this?,new york,images/COCO_train2014_000000424091.jpg
396247,396247002,Overcast or sunny?,sunny,images/COCO_train2014_000000396247.jpg
430346,430346007,What sport is this?,skateboarding,images/COCO_train2014_000000430346.jpg
75362,75362002,What flavor of muffins are on the yellow plate?,banana,images/COCO_train2014_000000075362.jpg
298545,298545000,What are the spectators doing?,watching,images/COCO_train2014_000000298545.jpg
294080,294080000,Where are the carrots?,in bowl,images/COCO_train2014_000000294080.jpg
167956,167956008,What is the big object in the picture?,mountain,images/COCO_train2014_000000167956.jpg
377205,377205001,Which sport is this?,baseball,images/COCO_train2014_000000377205.jpg
368736,368736000,What object is at the very top of the structure?,cross,images/COCO_train2014_000000368736.jpg
561615,561615008,What is the bulls doing?,grazing,images/COCO_train2014_000000561615.jpg
123036,123036004,What are the animals doing?,standing,images/COCO_train2014_000000123036.jpg
379564,379564002,What utensils are sitting on the plate?,chopsticks,images/COCO_train2014_000000379564.jpg
246573,246573002,What is the building made of?,brick,images/COCO_train2014_000000246573.jpg
504850,504850001,What does the sign say?,stop,images/COCO_train2014_000000504850.jpg
407465,407465027,What is on top of the traffic light pole?,camera,images/COCO_train2014_000000407465.jpg
19463,19463002,What vegetable is closest to the camera?,broccoli,images/COCO_train2014_000000019463.jpg
22195,22195026,What color is the majority of the train?,blue,images/COCO_train2014_000000022195.jpg
37282,37282002,What color is the ribbon on the cake?,purple,images/COCO_train2014_000000037282.jpg
393317,393317001,Where are the women walking?,crosswalk,images/COCO_train2014_000000393317.jpg
111361,111361001,What types of fruit are in this picture?,apples,images/COCO_train2014_000000111361.jpg
110404,110404012,What is the award called that is sitting on the table?,cake,images/COCO_train2014_000000110404.jpg
388928,388928003,What season is this?,winter,images/COCO_train2014_000000388928.jpg
415670,415670000,How many orange slices?,5,images/COCO_train2014_000000415670.jpg
390286,390286000,What season are these stuffed animals dressed for?,summer,images/COCO_train2014_000000390286.jpg
265051,265051003,What kind of object is out in the water?,kite,images/COCO_train2014_000000265051.jpg
366560,366560002,What tool is shown that created the art form?,scissors,images/COCO_train2014_000000366560.jpg
402170,402170006,Why is there an orange on the ground?,table,images/COCO_train2014_000000402170.jpg
282473,282473012,What color is the court?,green,images/COCO_train2014_000000282473.jpg
44500,44500003,How many people do you see?,7,images/COCO_train2014_000000044500.jpg
529788,529788003,How many different colors does the plane have?,7,images/COCO_train2014_000000529788.jpg
184642,184642002,What is growing behind the fire hydrant?,bush,images/COCO_train2014_000000184642.jpg
547470,547470001,How many pieces of pizza are left?,8,images/COCO_train2014_000000547470.jpg
77100,77100008,What animal is on the sign?,human,images/COCO_train2014_000000077100.jpg
420414,420414002,What geological structure is behind the man?,mountain,images/COCO_train2014_000000420414.jpg
35008,35008001,What color is the surfboard on the wave?,white,images/COCO_train2014_000000035008.jpg
252749,252749002,What shape is the rooftop below the clock?,triangle,images/COCO_train2014_000000252749.jpg
185229,185229000,What purpose do the yellow stripes on the vest serve?,safety,images/COCO_train2014_000000185229.jpg
571916,571916001,What are the boys holding with their feet?,shoes,images/COCO_train2014_000000571916.jpg
406920,406920002,What does the red light represent?,stop,images/COCO_train2014_000000406920.jpg
208509,208509004,What shape is most of this food?,round,images/COCO_train2014_000000208509.jpg
265622,265622010,What object is on the floor behind the man?,chair,images/COCO_train2014_000000265622.jpg
286932,286932007,Where is the frisbee?,air,images/COCO_train2014_000000286932.jpg
189742,189742009,How many animals are in the image?,12,images/COCO_train2014_000000189742.jpg
402245,402245002,How many horses are visible?,6,images/COCO_train2014_000000402245.jpg
533670,533670001,What type of bird is it?,finch,images/COCO_train2014_000000533670.jpg
50464,50464001,Where are the tents?,field,images/COCO_train2014_000000050464.jpg
4546,4546013,What is the weather like?,cloudy,images/COCO_train2014_000000004546.jpg
282473,282473016,What is the person holding in their right hand?,nothing,images/COCO_train2014_000000282473.jpg
322945,322945000,What is visible on the edge of the rug?,floor,images/COCO_train2014_000000322945.jpg
495789,495789003,What type of animals are in the water?,dogs,images/COCO_train2014_000000495789.jpg
355875,355875000,What is the human holding?,umbrella,images/COCO_train2014_000000355875.jpg
358211,358211012,Where is the man looking?,up,images/COCO_train2014_000000358211.jpg
578808,578808004,What is the fence made of?,wire,images/COCO_train2014_000000578808.jpg
344402,344402002,What is the sign showing?,walk,images/COCO_train2014_000000344402.jpg
8592,8592001,Where is the toothpaste tube?,sink,images/COCO_train2014_000000008592.jpg
147829,147829002,What is the floor made out of?,tile,images/COCO_train2014_000000147829.jpg
102550,102550003,What is she eating?,sandwich,images/COCO_train2014_000000102550.jpg
256040,256040000,What is the man wearing?,wetsuit,images/COCO_train2014_000000256040.jpg
545308,545308002,What type of metal is this?,steel,images/COCO_train2014_000000545308.jpg
420290,420290001,What does the sign say?,stop,images/COCO_train2014_000000420290.jpg
449359,449359002,How many cows in the picture?,9,images/COCO_train2014_000000449359.jpg
200280,200280001,Where is the clock?,tower,images/COCO_train2014_000000200280.jpg
275102,275102002,What is there?,clock,images/COCO_train2014_000000275102.jpg
147976,147976000,What kind of cupcake is it?,vanilla,images/COCO_train2014_000000147976.jpg
55735,55735002,What is decorated with icing sugar?,donut,images/COCO_train2014_000000055735.jpg
459347,459347006,Where is the child located in the picture?,right,images/COCO_train2014_000000459347.jpg
521752,521752022,Is this location a gas station or train station?,train station,images/COCO_train2014_000000521752.jpg
154020,154020001,What color shoes do you see?,gray,images/COCO_train2014_000000154020.jpg
352680,352680002,What is the purpose of the tent?,sleeping,images/COCO_train2014_000000352680.jpg
190551,190551003,What part of an animal is this?,neck,images/COCO_train2014_000000190551.jpg
373679,373679002,Is the door open or shut?,open,images/COCO_train2014_000000373679.jpg
274786,274786003,How many horses are there?,4,images/COCO_train2014_000000274786.jpg
175541,175541000,What type of window coverings are in this room?,blinds,images/COCO_train2014_000000175541.jpg
203729,203729009,What type of animal is this?,giraffe,images/COCO_train2014_000000203729.jpg
153426,153426002,Where is the snow?,ground,images/COCO_train2014_000000153426.jpg
225709,225709001,Are there sausage patties or links?,both,images/COCO_train2014_000000225709.jpg
443752,443752001,What language is the sign in front of the food items?,english,images/COCO_train2014_000000443752.jpg
166370,166370002,How many window panes do you see?,30,images/COCO_train2014_000000166370.jpg
114172,114172000,What is the man wearing on his head?,umbrella,images/COCO_train2014_000000114172.jpg
49758,49758002,What is the building made out of?,wood,images/COCO_train2014_000000049758.jpg
560885,560885002,What type of trees are in the background?,pine,images/COCO_train2014_000000560885.jpg
442099,442099009,Which meal is this?,dinner,images/COCO_train2014_000000442099.jpg
428033,428033026,Is the person a male or female?,male,images/COCO_train2014_000000428033.jpg
405057,405057014,What do Americans call this sport?,frisbee,images/COCO_train2014_000000405057.jpg
122923,122923004,Which country is this?,usa,images/COCO_train2014_000000122923.jpg
222122,222122009,What is the bear eating?,fish,images/COCO_train2014_000000222122.jpg
581181,581181006,What is the man throwing?,ball,images/COCO_train2014_000000581181.jpg
273904,273904001,What color are the birds?,gray,images/COCO_train2014_000000273904.jpg
239436,239436004,What hangs above the bench?,tree,images/COCO_train2014_000000239436.jpg
477475,477475014,What is the man touching?,hat,images/COCO_train2014_000000477475.jpg
296876,296876002,What type of animals are grazing?,cows,images/COCO_train2014_000000296876.jpg
385075,385075001,What are the giraffes reaching for?,food,images/COCO_train2014_000000385075.jpg
169633,169633012,How many red and white post are there?,7,images/COCO_train2014_000000169633.jpg
109838,109838001,What is the anachronism in the image?,phone,images/COCO_train2014_000000109838.jpg
14430,14430001,What is the cow eating?,grass,images/COCO_train2014_000000014430.jpg
310688,310688002,Who won the election in the year of the sticker?,bush,images/COCO_train2014_000000310688.jpg
417330,417330002,How many cones?,10,images/COCO_train2014_000000417330.jpg
396958,396958000,What is the number on the train?,2,images/COCO_train2014_000000396958.jpg
560787,560787000,What game is this?,soccer,images/COCO_train2014_000000560787.jpg
548836,548836007,What is the woman doing?,talking on phone,images/COCO_train2014_000000548836.jpg
3521,3521000,What activity are the bears partaking in?,sitting,images/COCO_train2014_000000003521.jpg
527532,527532001,How many real humans?,2,images/COCO_train2014_000000527532.jpg
446539,446539005,What is the man resting his head on?,pillow,images/COCO_train2014_000000446539.jpg
505033,505033003,What brand is this computer?,apple,images/COCO_train2014_000000505033.jpg
402097,402097001,How many boats are on the lake?,7,images/COCO_train2014_000000402097.jpg
381433,381433000,What country is this?,germany,images/COCO_train2014_000000381433.jpg
55417,55417002,What does the baby want?,food,images/COCO_train2014_000000055417.jpg
364842,364842002,What animal does the plush appear to be?,bear,images/COCO_train2014_000000364842.jpg
475441,475441001,What's next to the motorcycle?,fence,images/COCO_train2014_000000475441.jpg
236390,236390021,How many people are wearing hats?,25,images/COCO_train2014_000000236390.jpg
539163,539163003,What colors are the bench?,brown,images/COCO_train2014_000000539163.jpg
202499,202499000,What is the tortilla resting upon?,pan,images/COCO_train2014_000000202499.jpg
145087,145087002,What type of flowers are in the vases?,fake,images/COCO_train2014_000000145087.jpg
534906,534906000,What is the man doing?,snowboarding,images/COCO_train2014_000000534906.jpg
60325,60325002,What kind of shoes is the man in the yellow shirt wearing?,sandals,images/COCO_train2014_000000060325.jpg
203602,203602003,What color is the handle?,silver,images/COCO_train2014_000000203602.jpg
480656,480656008,What breed of dog is this?,terrier,images/COCO_train2014_000000480656.jpg
546846,546846001,What type of fabric are the scissors laying on?,cotton,images/COCO_train2014_000000546846.jpg
331137,331137005,What is the dog holding?,pan,images/COCO_train2014_000000331137.jpg
343322,343322002,What kind of food is served at Fred's?,mexican,images/COCO_train2014_000000343322.jpg
139345,139345005,What season is it?,summer,images/COCO_train2014_000000139345.jpg
51156,51156002,Is there more sky or water in the picture?,water,images/COCO_train2014_000000051156.jpg
227667,227667001,What is the tallest object in the photo?,tree,images/COCO_train2014_000000227667.jpg
411238,411238001,What is the color of the boys helmets?,silver,images/COCO_train2014_000000411238.jpg
137701,137701007,What brand are the computers?,dell,images/COCO_train2014_000000137701.jpg
413707,413707000,Which arm is the watch on?,left,images/COCO_train2014_000000413707.jpg
231786,231786005,What is on top of the refrigerator?,bag,images/COCO_train2014_000000231786.jpg
66877,66877004,What is the girl reaching for?,hot dog,images/COCO_train2014_000000066877.jpg
294008,294008002,What color are the giraffes?,brown and white,images/COCO_train2014_000000294008.jpg
553623,553623000,Where is the Abbey Road sign?,wall,images/COCO_train2014_000000553623.jpg
522992,522992001,What is the umbrella for?,shade,images/COCO_train2014_000000522992.jpg
397219,397219002,What is reflected in the window of the vehicle in the lower left-hand corner?,building,images/COCO_train2014_000000397219.jpg
437522,437522000,Why the street is wet?,fire hydrant,images/COCO_train2014_000000437522.jpg
193454,193454000,Which animal is this?,dog,images/COCO_train2014_000000193454.jpg
48895,48895043,What is the color of the flower?,pink,images/COCO_train2014_000000048895.jpg
62547,62547000,What is the name of the device the man with the cat on his lap is looking at?,laptop,images/COCO_train2014_000000062547.jpg
115519,115519009,What beverage will not be served to the child?,wine,images/COCO_train2014_000000115519.jpg
104994,104994002,What is he holding in his hand?,teddy bear,images/COCO_train2014_000000104994.jpg
18396,18396011,What kind of shoes is this person wearing?,sneakers,images/COCO_train2014_000000018396.jpg
510820,510820005,What is above the bananas?,flowers,images/COCO_train2014_000000510820.jpg
240755,240755000,What is the cat standing on?,carpet,images/COCO_train2014_000000240755.jpg
223184,223184000,Where is the bear?,outside,images/COCO_train2014_000000223184.jpg
555922,555922023,What type of cuisine does this represent?,dinner,images/COCO_train2014_000000555922.jpg
188085,188085005,What is around the man's head?,hat,images/COCO_train2014_000000188085.jpg
505265,505265013,Where is the little boy in the picture?,bed,images/COCO_train2014_000000505265.jpg
397390,397390002,What COLOR IS THE GIRL'S SWEATER?,tan,images/COCO_train2014_000000397390.jpg
216324,216324000,What is the shadow of on the green wall?,bench,images/COCO_train2014_000000216324.jpg
536884,536884000,"What color is the word ""pool"" in this scene?",red,images/COCO_train2014_000000536884.jpg
481042,481042010,What time of day is it?,evening,images/COCO_train2014_000000481042.jpg
426602,426602000,Where was this picture taken?,outside,images/COCO_train2014_000000426602.jpg
467502,467502001,What are the animals in the photo doing?,eating,images/COCO_train2014_000000467502.jpg
151546,151546000,What is in the clear bowl to the very right?,sandwiches,images/COCO_train2014_000000151546.jpg
235783,235783002,How many total leaves are in this picture?,lot,images/COCO_train2014_000000235783.jpg
475668,475668013,What is she holding?,knife,images/COCO_train2014_000000475668.jpg
332706,332706001,What language is on the books?,japanese,images/COCO_train2014_000000332706.jpg
277243,277243002,How many people can fit inside the plane?,10,images/COCO_train2014_000000277243.jpg
249727,249727001,What is she eating?,donut,images/COCO_train2014_000000249727.jpg
48895,48895037,What holiday does the center figurine represent?,halloween,images/COCO_train2014_000000048895.jpg
535289,535289001,What does the hand above the cake have on its finger?,nothing,images/COCO_train2014_000000535289.jpg
6229,6229000,What animals are on the raft?,dogs,images/COCO_train2014_000000006229.jpg
149726,149726000,What color are the wheels of front skateboard?,orange,images/COCO_train2014_000000149726.jpg
224938,224938000,Who has glasses?,woman,images/COCO_train2014_000000224938.jpg
484714,484714004,What sport is this?,surfing,images/COCO_train2014_000000484714.jpg
151245,151245001,What type of plane is this?,passenger,images/COCO_train2014_000000151245.jpg
544410,544410001,What color are the balloons?,red and white,images/COCO_train2014_000000544410.jpg
405207,405207000,How many coffee cups are in the rack?,5,images/COCO_train2014_000000405207.jpg
158694,158694003,How many big white ducks are there?,11,images/COCO_train2014_000000158694.jpg
42725,42725002,What is the gender of the left most person?,female,images/COCO_train2014_000000042725.jpg
161438,161438003,Who is the food for?,family,images/COCO_train2014_000000161438.jpg
445074,445074004,What sport is this person engaging in?,snowboarding,images/COCO_train2014_000000445074.jpg
160900,160900006,Where is the cat?,bathroom,images/COCO_train2014_000000160900.jpg
15307,15307002,What condiments are on the hot dog?,ketchup,images/COCO_train2014_000000015307.jpg
535327,535327001,What color is the lane divider?,red and white,images/COCO_train2014_000000535327.jpg
150435,150435173,How many eyes are in this photo?,8,images/COCO_train2014_000000150435.jpg
493483,493483004,What color are the man's pants?,tan,images/COCO_train2014_000000493483.jpg
523831,523831002,How many animals are here?,many,images/COCO_train2014_000000523831.jpg
216351,216351009,What is the cat holding?,remote,images/COCO_train2014_000000216351.jpg
491958,491958005,How many animals here?,22,images/COCO_train2014_000000491958.jpg
138116,138116007,What is the brand of the laptop in the image?,dell,images/COCO_train2014_000000138116.jpg
94049,94049006,What room was this picture taken of?,living room,images/COCO_train2014_000000094049.jpg
256454,256454006,What colors are the cake?,rainbow,images/COCO_train2014_000000256454.jpg
132395,132395009,What sport are they playing?,skateboarding,images/COCO_train2014_000000132395.jpg
460226,460226004,What is sitting next to toaster oven?,fruit,images/COCO_train2014_000000460226.jpg
549691,549691001,How many glasses are there?,8,images/COCO_train2014_000000549691.jpg
44277,44277000,What color is the towel?,blue and white,images/COCO_train2014_000000044277.jpg
570874,570874023,"What do the short, close, striped markings mean?",crosswalk,images/COCO_train2014_000000570874.jpg
327936,327936007,Is elephant in the wilds or in a zoo?,zoo,images/COCO_train2014_000000327936.jpg
185545,185545001,What is shown on the left side of the picture?,fire hydrant,images/COCO_train2014_000000185545.jpg
89651,89651002,What are the cooks preparing?,sandwiches,images/COCO_train2014_000000089651.jpg
172303,172303002,What kind of animal is this?,giraffe,images/COCO_train2014_000000172303.jpg
262187,262187001,What color is the plane?,red,images/COCO_train2014_000000262187.jpg
238828,238828002,What kind of activity is this man partaking in?,reading,images/COCO_train2014_000000238828.jpg
126246,126246001,What is on the snowboarders head?,helmet,images/COCO_train2014_000000126246.jpg
198198,198198037,What type of place is this?,house,images/COCO_train2014_000000198198.jpg
194820,194820005,What has the person be doing?,working,images/COCO_train2014_000000194820.jpg
330327,330327000,What do you think the dirt on the table is made of?,chocolate,images/COCO_train2014_000000330327.jpg
580933,580933002,What is the man in blue wearing on his head?,hat,images/COCO_train2014_000000580933.jpg
17870,17870004,How many objects is there?,5,images/COCO_train2014_000000017870.jpg
172778,172778005,What are the meters used for?,parking,images/COCO_train2014_000000172778.jpg
472938,472938014,What was on this foundation?,bench,images/COCO_train2014_000000472938.jpg
475371,475371002,What has washed up on the beach?,teddy bear,images/COCO_train2014_000000475371.jpg
51977,51977003,What is sticking out of the snow?,ski poles,images/COCO_train2014_000000051977.jpg
44741,44741001,What color is the tray?,pink,images/COCO_train2014_000000044741.jpg
217341,217341054,Is it daytime or night time?,daytime,images/COCO_train2014_000000217341.jpg
319197,319197000,What kind of pants does the woman wear?,plaid,images/COCO_train2014_000000319197.jpg
373254,373254003,What animal do the closest kites resemble?,bird,images/COCO_train2014_000000373254.jpg
315256,315256014,What color is the carpet?,pink,images/COCO_train2014_000000315256.jpg
139932,139932003,What is covering the horses' eyes?,nothing,images/COCO_train2014_000000139932.jpg
252194,252194001,What kind of lamp post is that?,iron,images/COCO_train2014_000000252194.jpg
96984,96984004,Who is wearing shoes?,no one,images/COCO_train2014_000000096984.jpg
384612,384612000,How tall is the giraffe?,10 feet,images/COCO_train2014_000000384612.jpg
93795,93795009,Does it look like the scene was shot in winter or summer?,summer,images/COCO_train2014_000000093795.jpg
528906,528906001,What is in the picture?,police,images/COCO_train2014_000000528906.jpg
576187,576187002,What color are there jackets?,yellow,images/COCO_train2014_000000576187.jpg
239139,239139001,"Is he ready to land, or just taking off?",landing,images/COCO_train2014_000000239139.jpg
165105,165105003,What is covering the ground?,snow,images/COCO_train2014_000000165105.jpg
202990,202990001,What is the man doing?,waiting,images/COCO_train2014_000000202990.jpg
512892,512892001,What is in the oven?,cupcakes,images/COCO_train2014_000000512892.jpg
271136,271136001,What is the man holding?,tennis racket,images/COCO_train2014_000000271136.jpg
